match id,team1,team2,outcome,winner,by,win amount,player of match,toss winner,toss decision,match type,venue,city,match_dt,lighting,series_name,season,ground_id,umpire1,umpire2,inning1_runs,inning1_wickets,inning1_balls,inning2_runs,inning2_wickets,inning2_balls,team1_id,team1_roster_names,team1_roster_ids,team2_id,team2_roster_names,team2_roster_ids,ingestion_timestamp
9433465,He,Kt,normal,Kt,wickets,6,,Kt,field,T20,St Le Gd Cy,Canterbury,2023-06-09,day/night match,Vy Bt,2023,342,BV Taylor,NJ Llong,177,7,120,180,4,120,7727,BR Mt:JM Ve:TE At:JJ Wy:RA Wy:JK Fr:LA Dn:CP Wd:NT Es:MS Ce:JA Tr,4223883.0:2076192.0:8822729.0:5241564.0:2020332.0:3162487.0:1482998.0:2173688.0:5788418.0:4626236.0:8833075.0,8056,TS Me:DJ Bd:JL Dy:SW Bs:JM Cx:JA Lg:GF Le:G St:FJ Kn:KW Rn:MG Hn,8822715.0:2958164.0:87191.0:2083409.0:7787772.0:3620756.0:3373138.0:7687315.0:7732934.0:1905847.0:1929619.0,2024/02/25 06:12:58
9433472,Dm,Le,normal,Le,wickets,6,,Le,field,T20,Ge Rd Lr,Leicester,2023-06-09,day/night match,Vy Bt,2023,1378,BJ Debenham,JD Shantry,172,4,120,174,4,109,6838,AZ Ls:G Ck:MA Js:OG Rn:AJ Tr:BW de Le:WD Pl:L Ts:BA Re:NA Sr:LS Rn,3225305.0:3293520.0:7651650.0:6257698.0:3501889.0:7253350.0:1858961.0:6402374.0:3218340.0:5231218.0:9643416.0,8301,NR Wh:LJ Hl:RK Pl:CN An:LJ Kr:PA Mr:Rn Ad:CF Pn:TR Sn:MT Sy:J Hl,4873028.0:3218291.0:6003584.0:2658431.0:6081914.0:4887336.0:8845850.0:5528116.0:6342384.0:3673914.0:9311154.0,2024/02/25 06:12:58
9433486,Kt,Mx,normal,Kt,runs,13,,Kt,bat,T20,Ls Ln,London,2023-06-16,day/night match,Vy Bt,2023,83,NL Bainton,Rob White,228,3,120,215,7,120,8056,TS Me:DJ Bd:JL Dy:GF Le:SW Bs:JM Cx:JA Lg:G St:FJ Kn:KW Rn:MG Hn,8822715.0:2958164.0:87191.0:3373138.0:2083409.0:7787772.0:3620756.0:7687315.0:7732934.0:1905847.0:1929619.0,8700,SS Ei:JB Cl:RF Hs:ME Hn:JA Sn:JB Ds:LK Hn:MK An:JM De Cs:TG Hm:BC Cn,4421689.0:7752989.0:4005406.0:4489722.0:150093.0:7671166.0:7672874.0:4489708.0:7806378.0:3590362.0:7783901.0,2024/02/25 06:12:58
9433507,Sx,He,normal,Sx,runs,6,BJ Ce,He,field,T20,Cy Gd He,Brighton,2023-06-16,night match,Vy Bt,2023,797,BV Taylor,NJ Llong,183,6,120,177,9,120,9967,HD Wd:TR Ck:OJ Cr:RS Ba:Sb Kn:MK Bs:D Im:GS Gn:A Ks:TS Ms:BJ Ce,6311612.0:7753017.0:8015734.0:74087.0:6460614.0:3622856.0:8820503.0:4504044.0:7811033.0:3214812.0:7005550.0,7727,BR Mt:JM Ve:TE At:JJ Wy:RA Wy:LA Dn:JK Fr:BC Hl:CP Wd:NT Es:JA Tr,4223883.0:2076192.0:8822729.0:5241564.0:2020332.0:1482998.0:3162487.0:1482249.0:2173688.0:5788418.0:8833075.0,2024/02/25 06:12:58
9433514,Gn,Ex,normal,Ex,wickets,4,,Ex,field,T20,Cy Gd Cd,Chelmsford,2023-06-16,night match,Vy Bt,2023,2239,BJ Debenham,Chris Watts,175,6,120,177,6,98,7573,KS Cn:SA Nt:CA Im:WT Rt:CB Ce:CZ Tr:T vn dr Gn:Zn:RJ Sh:P Hu:JP My,5164844.0:1722048.0:319948.0:2979857.0:2707431.0:7677767.0:2336487.0:7687259.0:3212292.0:8339701.0:5192830.0,7258,FN Ki:RJ Ds:MS Pr:JS Rl:PI Wr:MJ Cy:DR Ss:WL Bn:SR Hr:S Sr:SJ Ck,6065548.0:8044490.0:5406064.0:7841826.0:6364588.0:5436878.0:5788320.0:7671306.0:3030733.0:4873014.0:5404440.0,2024/02/25 06:12:58
9433521,Sy,St,normal,Sy,runs,28,,St,field,T20,Te Cr As Cy Gd Tn,Taunton,2023-06-16,day/night match,Vy Bt,2023,1042,JD Shantry,Mark Newell,195,9,120,167,9,120,9876,WG Js:LJ Es:SM Cn:J On:TK Cn:SA At:CJ Jn:JL Sh:SP Ne:AP An:TE Ls,6282856.0:1798705.0:4640824.0:3573723.0:3851658.0:2790675.0:2022957.0:7672657.0:1613919.0:7276380.0:8853438.0,9701,T Bn:WF Sd:T Ke:TB Al:SR Dn:L Gy:BF Gn:RE vn dr Me:C On:JH Dy:MJ Hy,6139370.0:7694581.0:3294444.0:3239102.0:4817000.0:2535420.0:5288226.0:334963.0:3252395.0:2850868.0:3546297.0,2024/02/25 06:12:58
9433528,Le,Ne,normal,Le,runs,35,,Ne,field,T20,Cy Gd Nn,Northampton,2023-06-16,day/night match,Vy Bt,2023,1637,Hassan Adnan,RJ Bailey,204,7,120,169,9,120,8182,PD St:JC Br:LP Ws:SJ Ct:DJ Ml:LS Le:TW Hy:DJ Vs:RP Js:L Wd:JM Bk,4685568.0:2162782.0:2450895.0:82228.0:2672214.0:2827327.0:8055417.0:1837205.0:4425224.0:4012203.0:7068858.0,8917,R Vs:EN Gy:CA Ln:DJ Wy:SA Zb:J Bd:LD Ms:TI Tr:AJ Te:BW Sn:FJ Hh,4873700.0:8040164.0:2286472.0:2157770.0:4645304.0:6640178.0:3648203.0:3636821.0:3216569.0:2082387.0:8040136.0,2024/02/25 06:12:58
9433535,Ge,Kt,normal,Kt,wickets,7,JM Cx,Kt,field,T20,Cy Gd Bl,Bristol,2023-06-17,night match,Vy Bt,2023,1245,RJ Warren,Tom Lungley,137,10,120,138,3,105,7608,G Rn:MH Hd:BJ Ws:BG Ch:OJ Pe:GL vn Bn:Zr Gr:TJ Pe:MD Tr:TJ Sh:DA Pe,4898074.0:3220566.0:8048074.0:6988596.0:8072945.0:2667027.0:2437091.0:6341796.0:3578742.0:1707628.0:2538983.0,8056,TS Me:DJ Bd:JL Dy:SW Bs:JM Cx:JA Lg:GF Le:G St:FJ Kn:KW Rn:MG Hn,8822715.0:2958164.0:87191.0:2083409.0:7787772.0:3620756.0:3373138.0:7687315.0:7732934.0:1905847.0:1929619.0,2024/02/25 06:12:58
9433542,De,Ye,normal,De,runs,144,,Ye,field,T20,Qs Pk Cd,Chesterfield,2023-06-18,day match,Vy Bt,2023,1511,Hassan Adnan,PJ Hartley,212,4,120,68,10,70,6698,LM Re:HC Ce:Hr Ai:WL Mn:JL du Py:BD Gt:MH Mn:ZJ Cl:AT Tn:GS Sw:Zn Kn,2433640.0:7295028.0:8180570.0:325814.0:4170186.0:6718788.0:3991700.0:6060844.0:4517246.0:6005866.0:8907338.0,10618,A Lh:DJ Mn:JH Wn:Sn Md:JA Tl:ML Rs:D We:BM Me:JA Tn:DM Bs:JA Cn,1762060.0:1655436.0:8033304.0:1637320.0:3620742.0:8050160.0:1547993.0:7651657.0:5367676.0:4527942.0:8070915.0,2024/02/25 06:12:58
9433556,Sy,He,normal,He,wickets,9,,He,field,T20,Kn Ol Ln,London,2023-06-18,day match,Vy Bt,2023,328,NL Bainton,Rob White,124,10,120,125,1,89,9876,WG Js:LJ Es:SM Cn:JL Sh:SA At:CJ Jn:J On:TK Cn:SP Ne:AP An:TE Ls,6282856.0:1798705.0:4640824.0:7672657.0:2790675.0:2022957.0:3573723.0:3851658.0:1613919.0:7276380.0:8853438.0,7727,BR Mt:JM Ve:TE At:JJ Wy:LA Dn:JK Fr:BC Hl:RA Wy:CP Wd:NT Es:JA Tr,4223883.0:2076192.0:8822729.0:5241564.0:1482998.0:3162487.0:1482249.0:2020332.0:2173688.0:5788418.0:8833075.0,2024/02/25 06:12:58
9433563,Ex,Mx,normal,Ex,runs,22,,Mx,field,T20,Ls Ln,London,2023-06-18,day match,Vy Bt,2023,83,Chris Watts,PR Pollard,237,6,120,116,2,83,7258,DW Le:FN Ki:MS Pr:RJ Ds:PI Wr:DR Ss:MJ Cy:SR Hr:WL Bn:S Sr:SJ Ck,4489974.0:6065548.0:5406064.0:8044490.0:6364588.0:5788320.0:5436878.0:3030733.0:7671306.0:4873014.0:5404440.0,8700,SS Ei:JB Cl:RF Hs:ME Hn:JA Sn:JB Ds:LK Hn:JM De Cs:MK An:N Fs:TG Hm,4421689.0:7752989.0:4005406.0:4489722.0:150093.0:7671166.0:7672874.0:7806378.0:4489708.0:8820538.0:3590362.0,2024/02/25 06:12:58
9433570,Gn,Ge,normal,Gn,runs,32,,Ge,field,T20,Sa Gs Cf,Cardiff,2023-06-18,day match,Vy Bt,2023,4521,ID Blackwell,RK Illingworth,183,5,120,151,8,120,7573,KS Cn:P Sa:WT Rt:SA Nt:CB Ce:T vn dr Gn:AG Sr:CZ Tr:RJ Sh:P Hu:JP My,5164844.0:7664957.0:2979857.0:1722048.0:2707431.0:2336487.0:3212278.0:7677767.0:3212292.0:8339701.0:5192830.0,7608,G Rn:MH Hd:BG Ch:BJ Ws:GL vn Bn:TJ Pe:OJ Pe:MD Tr:DA Pe:Zn Ar:TJ Sh,4898074.0:3220566.0:6988596.0:8048074.0:2667027.0:6341796.0:8072945.0:3578742.0:2538983.0:7987237.0:1707628.0,2024/02/25 06:12:58
9433577,Ne,Ne,normal,Ne,runs,78,,Ne,bat,T20,Cy Gd Nn,Northampton,2023-06-18,day match,Vy Bt,2023,1637,JD Shantry,James Middlebrook,177,5,120,99,10,91,8917,R Vs:EN Gy:DJ Wy:J Bd:SA Zb:RI Kh:AJ Te:LD Ms:TI Tr:BW Sn:FJ Hh,4873700.0:8040164.0:2157770.0:6640178.0:4645304.0:2858904.0:3216569.0:3648203.0:3636821.0:2082387.0:8040136.0,8987,JM Ce:AD Hs:C Mo:M My:SR Pl:SJ My:TJ Ms:Sn Sh Ai:CG Hn:M Cr:JT Bl,4003390.0:1749075.0:1626526.0:4172447.0:130437.0:125915.0:5516720.0:7507303.0:6019306.0:4420828.0:2904943.0,2024/02/25 06:12:58
9433584,Le,We,normal,We,wickets,6,,We,field,T20,Ge Rd Lr,Leicester,2023-06-18,day match,Vy Bt,2023,1378,DJ Millns,NA Mallender,112,10,112,113,4,103,8301,NR Wh:PP Hb:RK Pl:CN An:LJ Kr:PA Mr:Rn Ad:TR Sn:MG Fn:CF Pn:MT Sy,4873028.0:2340372.0:6003584.0:2658431.0:6081914.0:4887336.0:8845850.0:6342384.0:7161426.0:5528116.0:3673914.0,10576,BL Da:JA Hs:MJ Sr:AJ He:Kf Ai:OB Cx:EJ Pk:Ua Mr:JC Te:DY Pn:PR Bn,3298427.0:7773338.0:3519011.0:3681957.0:7671313.0:2922611.0:5320118.0:4533682.0:6005838.0:7661996.0:6240632.0,2024/02/25 06:12:58
9433591,Ex,St,normal,St,wickets,7,,St,field,T20,Cy Gd Cd,Chelmsford,2023-06-19,day/night match,Vy Bt,2023,2239,BJ Debenham,Surendiran Shanmugam,186,10,119,187,3,103,7258,FN Ki:DW Le:MS Pr:RJ Ds:PI Wr:MJ Cy:DR Ss:WL Bn:SR Hr:S Sr:SJ Ck,6065548.0:4489974.0:5406064.0:8044490.0:6364588.0:5436878.0:5788320.0:7671306.0:3030733.0:4873014.0:5404440.0,9701,T Bn:WF Sd:T Ke:TB Al:SR Dn:L Gy:BF Gn:RE vn dr Me:JH Dy:MJ Hy:JA Bs,6139370.0:7694581.0:3294444.0:3239102.0:4817000.0:2535420.0:5288226.0:334963.0:2850868.0:3546297.0:74367.0,2024/02/25 06:12:58
9433598,Ne,Ye,normal,Ne,runs,78,,Ne,bat,T20,Hy Ls,Leeds,2023-06-20,day match,Vy Bt,2023,1266,GD Lloyd,RA Kettleborough,180,6,118,102,10,96,8917,R Vs:EN Gy:CA Ln:J Bd:SA Zb:DJ Wy:AJ Te:LD Ms:TI Tr:BW Sn:FJ Hh,4873700.0:8040164.0:2286472.0:6640178.0:4645304.0:2157770.0:3216569.0:3648203.0:3636821.0:2082387.0:8040136.0,10618,A Lh:DJ Mn:JH Wn:Sn Md:ML Rs:JA Tl:D We:BM Me:JA Tn:DM Bs:JA Cn,1762060.0:1655436.0:8033304.0:1637320.0:8050160.0:3620742.0:1547993.0:7651657.0:5367676.0:4527942.0:8070915.0,2024/02/25 06:12:58
9433612,Le,We,normal,We,wickets,7,,Le,bat,T20,Cy Gd Nw Rd Wr,Worcester,2023-06-20,day/night match,Vy Bt,2023,1525,Chris Watts,James Middlebrook,164,8,120,165,3,109,8182,PD St:JC Br:LP Ws:DJ Vs:DJ Ml:RP Js:TW Hy:LS Le:L Wd:TE By:JM Bk,4685568.0:2162782.0:2450895.0:1837205.0:2672214.0:4425224.0:8055417.0:2827327.0:4012203.0:3312364.0:7068858.0,10576,BL Da:JA Hs:MJ Sr:AJ He:Kf Ai:OB Cx:EJ Pk:Ua Mr:JC Te:DY Pn:PR Bn,3298427.0:7773338.0:3519011.0:3681957.0:7671313.0:2922611.0:5320118.0:4533682.0:6005838.0:7661996.0:6240632.0,2024/02/25 06:12:58
9433626,Sx,Kt,normal,Kt,wickets,6,,Sx,bat,T20,Cy Gd He,Brighton,2023-06-20,day/night match,Vy Bt,2023,797,ID Blackwell,Mark Newell,169,7,120,172,4,117,9967,HD Wd:TR Ck:OJ Cr:RS Ba:TP Ap:GS Gn:MK Bs:JM Cs:A Ks:TS Ms:BJ Ce,6311612.0:7753017.0:8015734.0:74087.0:4215098.0:4504044.0:3622856.0:8621143.0:7811033.0:3214812.0:7005550.0,8056,TS Me:DJ Bd:JL Dy:SW Bs:JM Cx:JA Lg:GF Le:G St:WA Ar:FJ Kn:MG Hn,8822715.0:2958164.0:87191.0:2083409.0:7787772.0:3620756.0:3373138.0:7687315.0:6718844.0:7732934.0:1929619.0,2024/02/25 06:12:58
9433633,He,Ge,normal,Ge,wickets,8,,Ge,field,T20,Cy Gd Bl,Bristol,2023-06-20,day/night match,Vy Bt,2023,1245,PK Baldwin,Tom Lungley,158,7,120,85,2,51,7727,BR Mt:JM Ve:TE At:JJ Wy:RA Wy:JK Fr:BC Hl:LA Dn:CP Wd:NT Es:JA Tr,4223883.0:2076192.0:8822729.0:5241564.0:2020332.0:3162487.0:1482249.0:1482998.0:2173688.0:5788418.0:8833075.0,7608,G Rn:MH Hd:BJ Ws:BG Ch:OJ Pe:GL vn Bn:TJ Pe:MD Tr:TJ Sh:DA Pe:Zr Gr,4898074.0:3220566.0:8048074.0:6988596.0:8072945.0:2667027.0:6341796.0:3578742.0:1707628.0:2538983.0:2437091.0,2024/02/25 06:12:58
9433647,Ne,De,normal,De,wickets,6,,Ne,bat,T20,Cy Gd Nn,Northampton,2023-06-21,day/night match,Vy Bt,2023,1637,DJ Millns,Surendiran Shanmugam,156,8,120,160,4,116,8917,R Vs:EN Gy:CA Ln:J Bd:DJ Wy:SA Zb:LD Ms:AJ Te:TI Tr:BW Sn:FJ Hh,4873700.0:8040164.0:2286472.0:6640178.0:2157770.0:4645304.0:3648203.0:3216569.0:3636821.0:2082387.0:8040136.0,6698,LM Re:HC Ce:Hr Ai:WL Mn:JL du Py:BD Gt:MH Mn:ZJ Cl:AT Tn:GS Sw:Zn Kn,2433640.0:7295028.0:8180570.0:325814.0:4170186.0:6718788.0:3991700.0:6060844.0:4517246.0:6005866.0:8907338.0,2024/02/25 06:12:58
9433654,Gn,St,normal,St,wickets,8,,St,field,T20,Sa Gs Cf,Cardiff,2023-06-21,day/night match,Vy Bt,2023,4521,JD Shantry,RJ Warren,171,10,120,172,2,109,7573,KS Cn:WT Se:WT Rt:SA Nt:CB Ce:CD Fr:T vn dr Gn:AW Gn:RJ Sh:P Hu:JP My,5164844.0:8110185.0:2979857.0:1722048.0:2707431.0:3834361.0:2336487.0:5161652.0:3212292.0:8339701.0:5192830.0,9701,T Bn:WF Sd:T Ke:TB Al:SR Dn:BF Gn:KL Ae:C On:JH Dy:JA Bs:Sb Br,6139370.0:7694581.0:3294444.0:3239102.0:4817000.0:5288226.0:8211328.0:3252395.0:2850868.0:74367.0:9344117.0,2024/02/25 06:12:58
9433661,Bm Bs,Ye,normal,Bm Bs,runs,4,,Bm Bs,bat,T20,Hy Ls,Leeds,2023-06-22,day/night match,Vy Bt,2023,1266,NA Mallender,PR Pollard,180,7,120,176,8,120,10366,RM Ys:AL Ds:CG Bn:GJ Ml:DR My:EG Bd:JG Bl:CR Ws:HH Bs:DR Bs:JB Lt,7681869.0:3612286.0:8044112.0:2275195.0:8210789.0:4051396.0:8364726.0:1730658.0:7184666.0:2170762.0:3245689.0,10618,A Lh:DJ Mn:JH Wn:Sn Md:JA Tl:JA Tn:ML Rs:D We:DM Bs:JA Cn:MD Fr,1762060.0:1655436.0:8033304.0:1637320.0:3620742.0:5367676.0:8050160.0:1547993.0:4527942.0:8070915.0:4473573.0,2024/02/25 06:12:58
9433675,Ne,We,normal,We,wickets,5,,We,field,T20,Cy Gd Nw Rd Wr,Worcester,2023-06-22,day/night match,Vy Bt,2023,1525,Hassan Adnan,PK Baldwin,139,8,120,140,5,116,8987,JM Ce:AD Hs:LW Js:M My:H Hd:TJ Ms:Sn Sh Ai:SJ My:CG Hn:M Cr:JT Bl,4003390.0:1749075.0:7328110.0:4172447.0:4425217.0:5516720.0:7507303.0:125915.0:6019306.0:4420828.0:2904943.0,10576,BL Da:JA Hs:MJ Sr:AJ He:Kf Ai:OB Cx:EJ Pk:Ua Mr:MJ We:DY Pn:PR Bn,3298427.0:7773338.0:3519011.0:3681957.0:7671313.0:2922611.0:5320118.0:4533682.0:5361166.0:7661996.0:6240632.0,2024/02/25 06:12:58
9433682,Ex,Kt,normal,Kt,wickets,7,,Kt,field,T20,Cy Gd Cd,Chelmsford,2023-06-22,day/night match,Vy Bt,2023,2239,BJ Debenham,RJ Bailey,184,10,120,190,3,110,7258,FN Ki:DW Le:MS Pr:RJ Ds:PI Wr:MJ Cy:DR Ss:WL Bn:SR Hr:S Sr:AS Nr,6065548.0:4489974.0:5406064.0:8044490.0:6364588.0:5436878.0:5788320.0:7671306.0:3030733.0:4873014.0:4460154.0,8056,TS Me:DJ Bd:JL Dy:SW Bs:JM Cx:JA Lg:GF Le:G St:WA Ar:JM En:MG Hn,8822715.0:2958164.0:87191.0:2083409.0:7787772.0:3620756.0:3373138.0:7687315.0:6718844.0:7810977.0:1929619.0,2024/02/25 06:12:58
9433689,Ge,Sx,normal,Sx,wickets,7,,Sx,field,T20,Cy Gd Bl,Bristol,2023-06-22,day/night match,Vy Bt,2023,1245,M Burns,RK Illingworth,140,10,118,141,3,84,7608,MH Hd:G Rn:BG Ch:BJ Ws:OJ Pe:Zr Gr:GL vn Bn:TJ Pe:MD Tr:DA Pe:TJ Sh,3220566.0:4898074.0:6988596.0:8048074.0:8072945.0:2437091.0:2667027.0:6341796.0:3578742.0:2538983.0:1707628.0,9967,HD Wd:TR Ck:OJ Cr:RS Ba:Sb Kn:MK Bs:JM Cs:GS Gn:A Ks:HT Ce:BJ Ce,6311612.0:7753017.0:8015734.0:74087.0:6460614.0:3622856.0:8621143.0:4504044.0:7811033.0:8006676.0:7005550.0,2024/02/25 06:12:58
9433696,Ex,He,normal,He,wickets,4,,He,field,T20,Te Re Bl Sn,Southampton,2023-06-23,day/night match,Vy Bt,2023,8301,Mark Newell,Surendiran Shanmugam,209,7,120,212,6,120,7258,DW Le:FN Ki:MS Pr:PI Wr:DR Ss:MJ Cy:WL Bn:SR Hr:RJ Ds:BJ An:AP Bd,4489974.0:6065548.0:5406064.0:6364588.0:5788320.0:5436878.0:7671306.0:3030733.0:8044490.0:7688848.0:6258734.0,7727,BR Mt:JM Ve:TE At:JJ Wy:RA Wy:JK Fr:BC Hl:LA Dn:CP Wd:NT Es:JA Tr,4223883.0:2076192.0:8822729.0:5241564.0:2020332.0:3162487.0:1482249.0:1482998.0:2173688.0:5788418.0:8833075.0,2024/02/25 06:12:58
9433703,Bm Bs,We,normal,Bm Bs,runs,53,,We,field,T20,En Bm,Birmingham,2023-06-23,day/night match,Vy Bt,2023,1161,Chris Watts,Tom Lungley,228,4,120,175,9,120,10366,RM Ys:AL Ds:GJ Ml:DR My:CG Bn:JG Bl:CR Ws:EG Bd:DR Bs:Hn Ai:JB Lt,7681869.0:3612286.0:2275195.0:8210789.0:8044112.0:8364726.0:1730658.0:4051396.0:2170762.0:4769148.0:3245689.0,10576,BL Da:JA Hs:MJ Sr:AJ He:Kf Ai:OB Cx:Ua Mr:EJ Pk:JC Te:DY Pn:PR Bn,3298427.0:7773338.0:3519011.0:3681957.0:7671313.0:2922611.0:4533682.0:5320118.0:6005838.0:7661996.0:6240632.0,2024/02/25 06:12:58
9433724,Sx,Gn,normal,Sx,runs,20,,Sx,bat,T20,Sa Gs Cf,Cardiff,2023-06-23,day/night match,Vy Bt,2023,4521,James Middlebrook,M Burns,182,6,120,162,8,120,9967,HD Wd:TR Ck:OJ Cr:RS Ba:Sb Kn:MK Bs:JM Cs:FJ He:A Ks:TS Ms:BJ Ce,6311612.0:7753017.0:8015734.0:74087.0:6460614.0:3622856.0:8621143.0:3997727.0:7811033.0:3214812.0:7005550.0,7573,KS Cn:SA Nt:WT Se:CD Fr:CB Ce:T vn dr Gn:AG Sr:AW Gn:RJ Sh:P Hu:JP My,5164844.0:1722048.0:8110185.0:3834361.0:2707431.0:2336487.0:3212278.0:5161652.0:3212292.0:8339701.0:5192830.0,2024/02/25 06:12:58
9433731,Ge,St,normal,St,wickets,4,WF Sd,St,field,T20,Te Cr As Cy Gd Tn,Taunton,2023-06-23,night match,Vy Bt,2023,1042,ID Blackwell,RJ Warren,186,8,120,187,6,120,7608,MH Hd:G Rn:BG Ch:BJ Ws:JR By:GL vn Bn:JR Tr:DA Pe:J Sw:Zn Ar:AS De,3220566.0:4898074.0:6988596.0:8048074.0:5229230.0:2667027.0:2083227.0:2538983.0:3973528.0:7987237.0:6346752.0,9701,T Bn:WF Sd:T Ke:TB Al:SR Dn:BF Gn:KL Ae:C On:JH Dy:MJ Hy:Sb Br,6139370.0:7694581.0:3294444.0:3239102.0:4817000.0:5288226.0:8211328.0:3252395.0:2850868.0:3546297.0:9344117.0,2024/02/25 06:12:58
9433738,Kt,Mx,normal,Kt,runs,55,,Mx,field,T20,St Le Gd Cy,Canterbury,2023-06-23,day/night match,Vy Bt,2023,342,BJ Debenham,NJ Llong,228,3,120,173,10,120,8056,TS Me:DJ Bd:JL Dy:JM Cx:SW Bs:JA Lg:GF Le:G St:WA Ar:JM En:MG Hn,8822715.0:2958164.0:87191.0:7787772.0:2083409.0:3620756.0:3373138.0:7687315.0:6718844.0:7810977.0:1929619.0,8700,SS Ei:JB Cl:ME Hn:RF Hs:JA Sn:JB Ds:LK Hn:JM De Cs:MK An:MB Hs:TL Gd,4421689.0:7752989.0:4489722.0:4005406.0:150093.0:7671166.0:7672874.0:7806378.0:4489708.0:8333989.0:8072861.0,2024/02/25 06:12:58
9433745,Ne,Le,normal,Ne,runs,92,,Le,field,T20,Ge Rd Lr,Leicester,2023-06-23,day/night match,Vy Bt,2023,1378,Hassan Adnan,Rob White,210,7,120,118,10,104,8917,R Vs:EN Gy:CA Ln:SA Zb:AJ Te:DJ Wy:J Bd:LD Ms:TI Tr:BW Sn:FJ Hh,4873700.0:8040164.0:2286472.0:4645304.0:3216569.0:2157770.0:6640178.0:3648203.0:3636821.0:2082387.0:8040136.0,8301,PP Hb:Rn Ad:RK Pl:CN An:PA Mr:NR Wh:HJ Ss:TR Sn:MG Fn:CF Pn:MT Sy,2340372.0:8845850.0:6003584.0:2658431.0:4887336.0:4873028.0:6176246.0:6342384.0:7161426.0:5528116.0:3673914.0,2024/02/25 06:12:58
9433752,He,Gn,normal,He,runs,21,,Gn,field,T20,Te Re Bl Sn,Southampton,2023-06-30,day/night match,Vy Bt,2023,8301,Mark Newell,M Burns,97,2,59,54,1,33,7727,JM Ve:BR Mt:TJ Pt:JJ Wy:LA Dn:RA Wy:JK Fr:BC Hl:CP Wd:NT Es:JA Tr,2076192.0:4223883.0:8271913.0:5241564.0:1482998.0:2020332.0:3162487.0:1482249.0:2173688.0:5788418.0:8833075.0,7573,KS Cn:CA Im:CB Ce:SA Nt:TR Bn:AW Gn:WT Se:JP My:P Sa:RJ Sh:P Hu,5164844.0:319948.0:2707431.0:1722048.0:7734271.0:5161652.0:8110185.0:5192830.0:7664957.0:3212292.0:8339701.0,2024/02/25 06:12:58
9433766,St,Sy,normal,St,runs,18,,Sy,field,T20,Kn Ol Ln,London,2023-06-30,day/night match,Vy Bt,2023,328,BJ Debenham,Rob White,208,5,120,190,9,120,9701,T Bn:WF Sd:T Ke:TB Al:TA Ly:BF Gn:KL Ae:C On:JH Dy:MJ Hy:IS Si,6139370.0:7694581.0:3294444.0:3239102.0:6320362.0:5288226.0:8211328.0:3252395.0:2850868.0:3546297.0:3913475.0,9876,WG Js:LJ Es:SP Ne:SM Cn:JL Sh:SA At:J On:TK Cn:CJ Jn:AP An:TE Ls,6282856.0:1798705.0:1613919.0:4640824.0:7672657.0:2790675.0:3573723.0:3851658.0:2022957.0:7276380.0:8853438.0,2024/02/25 06:12:58
9433780,Ex,Mx,normal,Mx,wickets,2,,Mx,field,T20,Cy Gd Cd,Chelmsford,2023-06-30,day/night match,Vy Bt,2023,2239,Chris Watts,Hassan Adnan,225,6,118,226,8,120,7258,AM Rn:FN Ki:MS Pr:DW Le:PI Wr:MJ Cy:DR Ss:SR Hr:S Sr:AP Bd:SJ Ck,3200973.0:6065548.0:5406064.0:4489974.0:6364588.0:5436878.0:5788320.0:3030733.0:4873014.0:6258734.0:5404440.0,8700,SS Ei:JB Cl:RF Hs:ME Hn:JA Sn:JB Ds:LK Hn:JM De Cs:MK An:TG Hm:ER Br,4421689.0:7752989.0:4005406.0:4489722.0:150093.0:7671166.0:7672874.0:7806378.0:4489708.0:3590362.0:6217350.0,2024/02/25 06:12:58
9433815,Bm Bs,Dm,normal,Bm Bs,runs,8,,Bm Bs,bat,T20,En Bm,Birmingham,2023-07-02,day match,Vy Bt,2023,1161,N Pratt,PR Pollard,141,10,120,133,9,120,10366,AL Ds:RM Ys:CG Bn:SR Hn:GJ Ml:DR My:JG Bl:HH Bs:DC Ds:JB Lt:OJ Hy,3612286.0:7681869.0:8044112.0:3890963.0:2275195.0:8210789.0:8364726.0:7184666.0:6347256.0:3245689.0:2082394.0,6838,G Ck:AZ Ls:MA Js:OG Rn:AJ Tr:BA Ce:L Ts:JJ Bl:BA Re:GS Dl:NA Sr,3293520.0:3225305.0:7651650.0:6257698.0:3501889.0:4174932.0:6402374.0:8298723.0:3218340.0:7089858.0:5231218.0,2024/02/25 06:12:58
9433822,Mx,Gn,normal,Mx,runs,49,,Mx,bat,T20,Sa Gs Cf,Cardiff,2023-07-02,day match,Vy Bt,2023,4521,M Burns,Naeem Ashraf,200,9,120,151,10,97,8700,SS Ei:JB Cl:ME Hn:RF Hs:JA Sn:JB Ds:LK Hn:JM De Cs:N Fs:TG Hm:ER Br,4421689.0:7752989.0:4489722.0:4005406.0:150093.0:7671166.0:7672874.0:7806378.0:8820538.0:3590362.0:6217350.0,7573,KS Cn:SA Nt:WT Se:CA Im:CB Ce:TR Bn:T vn dr Gn:AW Gn:P Sa:RJ Sh:P Hu,5164844.0:1722048.0:8110185.0:319948.0:2707431.0:7734271.0:2336487.0:5161652.0:7664957.0:3212292.0:8339701.0,2024/02/25 06:12:58
